cement,ggbs,flyash,silica_fume,limestone_powder,quartz_powder,nano_silica,water,superplasticizer,coarse_agg,fine_agg,temperature,age,cs,is_uhpc,binder,water_binder_ratio
413.0,0.0,0.0,73.0,0.0,0.0,0.0,170.0,2.06,966.0,616.0,0,3,36.45,0,486.0,0.3497942379633863
680.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.04,881.0,562.0,0,7,50.46,0,680.0,0.24999999963235295
480.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.2,972.0,620.0,0,7,38.6,0,480.0,0.35416666592881946
612.0,0.0,0.0,68.0,0.0,0.0,0.0,170.0,1.95,874.0,558.0,0,7,61.66,0,680.0,0.24999999963235295
578.0,0.0,0.0,102.0,0.0,0.0,0.0,170.0,3.46,871.0,555.0,0,7,53.52,0,680.0,0.24999999963235295
437.0,0.0,0.0,49.0,0.0,0.0,0.0,170.0,1.96,968.0,617.0,0,7,38.27,0,486.0,0.3497942379633863
413.0,0.0,0.0,73.0,0.0,0.0,0.0,170.0,2.06,966.0,616.0,0,7,42.95,0,486.0,0.3497942379633863
680.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.04,881.0,562.0,0,28,57.83,0,680.0,0.24999999963235295
480.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.2,972.0,620.0,0,28,46.08,0,480.0,0.35416666592881946
612.0,0.0,0.0,68.0,0.0,0.0,0.0,170.0,1.95,874.0,558.0,0,28,66.43,0,680.0,0.24999999963235295
578.0,0.0,0.0,102.0,0.0,0.0,0.0,170.0,3.46,871.0,555.0,0,28,65.03,0,680.0,0.24999999963235295
437.0,0.0,0.0,49.0,0.0,0.0,0.0,170.0,1.96,968.0,617.0,0,28,48.29,0,486.0,0.3497942379633863
413.0,0.0,0.0,73.0,0.0,0.0,0.0,170.0,2.06,966.0,616.0,0,28,52.98,0,486.0,0.3497942379633863
680.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.04,881.0,562.0,0,90,60.0,0,680.0,0.24999999963235295
480.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.2,972.0,620.0,0,90,48.32,0,480.0,0.35416666592881946
612.0,0.0,0.0,68.0,0.0,0.0,0.0,170.0,1.95,874.0,558.0,0,90,71.62,0,680.0,0.24999999963235295
578.0,0.0,0.0,102.0,0.0,0.0,0.0,170.0,3.46,871.0,555.0,0,90,68.56,0,680.0,0.24999999963235295
437.0,0.0,0.0,49.0,0.0,0.0,0.0,170.0,1.96,968.0,617.0,0,90,52.98,0,486.0,0.3497942379633863
413.0,0.0,0.0,73.0,0.0,0.0,0.0,170.0,2.06,966.0,616.0,0,90,55.16,0,486.0,0.3497942379633863
540.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.5,1040.0,676.0,0,28,79.99,0,540.0,0.29999999944444444
540.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.5,1055.0,676.0,0,28,61.89,0,540.0,0.29999999944444444
332.5,142.5,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,594.0,0,270,40.27,0,475.0,0.4799999989894737
332.5,142.5,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,594.0,0,365,41.05,0,475.0,0.4799999989894737
198.6,132.4,0.0,0.0,0.0,0.0,0.0,192.0,0.0,978.4,825.5,0,360,44.3,0,331.0,0.5800604212082767
266.0,114.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,670.0,0,90,47.03,0,380.0,0.5999999984210527
380.0,95.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,594.0,0,365,43.7,0,475.0,0.4799999989894737
380.0,95.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,594.0,0,28,36.45,0,475.0,0.4799999989894737
266.0,114.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,670.0,0,28,45.85,0,380.0,0.5999999984210527
475.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,932.0,594.0,0,28,39.29,0,475.0,0.4799999989894737
198.6,132.4,0.0,0.0,0.0,0.0,0.0,192.0,0.0,978.4,825.5,0,90,38.07,0,331.0,0.5800604212082767
