cement,ggbs,flyash,silica_fume,limestone_powder,quartz_powder,nano_silica,water,superplasticizer,coarse_agg,fine_agg,temperature,age,cs,is_uhpc,binder,water_binder_ratio
745.0,0.0,181.0,186.0,0.0,0.0,0.0,171.35,27.0,1118.0,0.0,20,28,159.0,1,1112.0,0.1540917264801333
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,59.0,1,890.0,0.1999999997752809
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,70.7,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,73.2,1,890.0,0.1999999997752809
801.0,0.0,0.0,89.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,75.7,1,890.0,0.1999999997752809
756.5,0.0,0.0,133.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,70.5,1,890.0,0.1999999997752809
712.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,62.1,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,77.8,1,890.0,0.1999999997752809
712.0,0.0,178.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,53.7,1,890.0,0.1999999997752809
667.5,0.0,178.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,1,52.8,1,890.0,0.1999999997752809
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,1,72.8,1,1009.0,0.19999999980178396
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,1,73.2,1,1009.0,0.19999999980178396
958.55,0.0,0.0,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,1,80.1,1,1009.0,0.19999999980178396
756.75,0.0,201.8,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,1,53.1,1,1009.0,0.19999999980178396
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,95.7,1,890.0,0.1999999997752809
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,97.4,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,105.7,1,890.0,0.1999999997752809
801.0,0.0,0.0,89.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,102.6,1,890.0,0.1999999997752809
756.5,0.0,0.0,133.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,96.8,1,890.0,0.1999999997752809
712.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,95.9,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,106.1,1,890.0,0.1999999997752809
712.0,0.0,178.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,99.2,1,890.0,0.1999999997752809
623.0,0.0,267.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,101.2,1,890.0,0.1999999997752809
534.0,0.0,356.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,75.8,1,890.0,0.1999999997752809
667.5,0.0,178.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,7,92.8,1,890.0,0.1999999997752809
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,7,102.8,1,1009.0,0.19999999980178396
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,7,102.3,1,1009.0,0.19999999980178396
958.55,0.0,0.0,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,7,102.8,1,1009.0,0.19999999980178396
756.75,0.0,201.8,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,7,101.5,1,1009.0,0.19999999980178396
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,106.3,1,890.0,0.1999999997752809
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,113.2,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,117.2,1,890.0,0.1999999997752809
801.0,0.0,0.0,89.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,118.6,1,890.0,0.1999999997752809
756.5,0.0,0.0,133.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,118.0,1,890.0,0.1999999997752809
712.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,111.0,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,116.6,1,890.0,0.1999999997752809
712.0,0.0,178.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,109.9,1,890.0,0.1999999997752809
623.0,0.0,267.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,114.8,1,890.0,0.1999999997752809
534.0,0.0,356.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,102.6,1,890.0,0.1999999997752809
667.5,0.0,178.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,28,112.8,1,890.0,0.1999999997752809
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,28,113.8,1,1009.0,0.19999999980178396
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,28,115.2,1,1009.0,0.19999999980178396
958.55,0.0,0.0,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,28,115.4,1,1009.0,0.19999999980178396
756.75,0.0,201.8,50.45,0.0,0.0,0.0,201.8,34.2,1231.0,0.0,21,28,114.5,1,1009.0,0.19999999980178396
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,0.0,90,28,159.7,1,1363.0,0.19999999985326486
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,0.0,90,28,165.8,1,1363.0,0.19999999985326486
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,0.0,90,28,163.9,1,1363.0,0.19999999985326486
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,234.0,90,28,170.6,1,1363.0,0.19999999985326486
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,234.0,90,28,179.0,1,1363.0,0.19999999985326486
1151.11,0.0,0.0,211.89,0.0,0.0,0.0,272.6,46.2,1231.0,234.0,90,28,177.0,1,1363.0,0.19999999985326486
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,108.8,1,890.0,0.1999999997752809
890.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,113.8,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,120.1,1,890.0,0.1999999997752809
801.0,0.0,0.0,89.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,127.4,1,890.0,0.1999999997752809
756.5,0.0,0.0,133.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,120.1,1,890.0,0.1999999997752809
712.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,117.2,1,890.0,0.1999999997752809
845.5,0.0,0.0,44.5,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,124.1,1,890.0,0.1999999997752809
712.0,0.0,178.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,110.3,1,890.0,0.1999999997752809
623.0,0.0,267.0,0.0,0.0,0.0,0.0,178.0,30.2,1231.0,0.0,21,56,117.2,1,890.0,0.1999999997752809
